2020-02-05 17:51:28,923 INFO  Logger.cs: 70 - 
2020-02-05 17:57:48,002 INFO  ExportHelperExtension.cs: 1142 - Found 32 in simulation_arm-1
2020-02-05 17:57:48,002 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in simulation_arm-1
2020-02-05 17:57:48,002 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from simulation_assembly
2020-02-05 17:57:48,003 INFO  ExportHelperExtension.cs: 1142 - Found 28 in simulation_assembly
2020-02-05 17:57:48,003 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in simulation_assembly
2020-02-05 17:57:48,003 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-02-05 17:57:48,004 INFO  ExportHelperExtension.cs: 1167 - 3 components to check
2020-02-05 17:57:48,004 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from simulation_arm-2
2020-02-05 17:57:48,004 INFO  ExportHelperExtension.cs: 1142 - Found 32 in simulation_arm-2
2020-02-05 17:57:48,005 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in simulation_arm-2
2020-02-05 17:57:48,005 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from simulation_body-1
2020-02-05 17:57:48,005 INFO  ExportHelperExtension.cs: 1142 - Found 33 in simulation_body-1
2020-02-05 17:57:48,006 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in simulation_body-1
2020-02-05 17:57:48,006 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from simulation_arm-1
2020-02-05 17:57:48,006 INFO  ExportHelperExtension.cs: 1142 - Found 32 in simulation_arm-1
2020-02-05 17:57:48,007 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in simulation_arm-1
2020-02-05 17:57:48,278 INFO  SwAddin.cs: 316 - Loading config tree
2020-02-05 17:57:48,283 INFO  ExportPropertyManagerExtension.cs: 597 - Starting new configuration
2020-02-05 17:57:48,287 INFO  SwAddin.cs: 321 - Showing property manager
2020-02-05 17:57:52,547 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-02-05 17:57:52,975 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-02-05 17:58:05,731 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-02-05 17:58:20,190 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-02-05 17:58:23,509 INFO  ExportPropertyManager.cs: 456 - Configuration saved
2020-02-05 17:58:23,671 INFO  ExportPropertyManager.cs: 1184 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-02-05 17:58:32,679 INFO  SwAddin.cs: 271 - Assembly export called for file simulation_assembly
2020-02-05 17:58:32,679 INFO  SwAddin.cs: 276 - Save is required
2020-02-05 17:58:32,680 INFO  SwAddin.cs: 290 - Saving assembly
2020-02-05 17:58:32,901 INFO  SwAddin.cs: 293 - Opening property manager
2020-02-05 17:58:32,902 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from simulation_assembly
2020-02-05 17:58:32,902 INFO  ExportHelperExtension.cs: 1142 - Found 29 in simulation_assembly
2020-02-05 17:58:32,903 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in simulation_assembly
2020-02-05 17:58:32,903 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-02-05 17:58:32,904 INFO  ExportHelperExtension.cs: 1167 - 3 components to check
2020-02-05 17:58:32,905 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from simulation_arm-2
2020-02-05 17:58:32,906 INFO  ExportHelperExtension.cs: 1142 - Found 32 in simulation_arm-2
2020-02-05 17:58:32,906 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in simulation_arm-2
2020-02-05 17:58:32,906 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from simulation_body-1
2020-02-05 17:58:32,907 INFO  ExportHelperExtension.cs: 1142 - Found 33 in simulation_body-1
2020-02-05 17:58:32,907 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in simulation_body-1
2020-02-05 17:58:32,907 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from simulation_arm-1
2020-02-05 17:58:32,908 INFO  ExportHelperExtension.cs: 1142 - Found 32 in simulation_arm-1
2020-02-05 17:58:32,908 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in simulation_arm-1
2020-02-05 17:58:32,908 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from simulation_assembly
2020-02-05 17:58:32,909 INFO  ExportHelperExtension.cs: 1142 - Found 29 in simulation_assembly
2020-02-05 17:58:32,909 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in simulation_assembly
2020-02-05 17:58:32,909 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-02-05 17:58:32,910 INFO  ExportHelperExtension.cs: 1167 - 3 components to check
2020-02-05 17:58:32,910 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from simulation_arm-2
2020-02-05 17:58:32,910 INFO  ExportHelperExtension.cs: 1142 - Found 32 in simulation_arm-2
2020-02-05 17:58:32,911 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in simulation_arm-2
2020-02-05 17:58:32,911 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from simulation_body-1
2020-02-05 17:58:32,911 INFO  ExportHelperExtension.cs: 1142 - Found 33 in simulation_body-1
2020-02-05 17:58:32,912 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in simulation_body-1
2020-02-05 17:58:32,912 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from simulation_arm-1
2020-02-05 17:58:32,913 INFO  ExportHelperExtension.cs: 1142 - Found 32 in simulation_arm-1
2020-02-05 17:58:32,913 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in simulation_arm-1
2020-02-05 17:58:33,161 INFO  SwAddin.cs: 316 - Loading config tree
2020-02-05 17:58:33,164 INFO  Serialization.cs: 275 - URDF Configuration found
